LEAGUE,DIVISION_NAME,LINK_URL
CPL,Boys U13 Division 5,https://system.gotsport.com/org_event/events/43740/schedules?group=406305
CPL,Boys U13 Division 6,https://system.gotsport.com/org_event/events/43740/schedules?group=406306
CPL,Boys U14 Division 1,https://system.gotsport.com/org_event/events/43740/schedules?group=380812
CPL,Boys U14 Division 2,https://system.gotsport.com/org_event/events/43740/schedules?group=380811
CPL,Boys U14 DIVISION 4,https://system.gotsport.com/org_event/events/43740/schedules?group=380810
CPL,Boys U14 Division 1,https://system.gotsport.com/org_event/events/43740/schedules?group=380812
CPL,Boys U14 Division 2,https://system.gotsport.com/org_event/events/43740/schedules?group=380811
CPL,Boys U14 DIVISION 4,https://system.gotsport.com/org_event/events/43740/schedules?group=380810
CPL,Boys U15,https://system.gotsport.com/org_event/events/43740/schedules?group=380816
CPL,Boys U15,https://system.gotsport.com/org_event/events/43740/schedules?group=380816
CPL,Boys High School,https://system.gotsport.com/org_event/events/43740/schedules?group=380820
CPL,Boys High School,https://system.gotsport.com/org_event/events/43740/schedules?group=380820
CPL,Girls U9 Division 1,https://system.gotsport.com/org_event/events/43740/schedules?group=380740
CPL,Girls U9 Division 2,https://system.gotsport.com/org_event/events/43740/schedules?group=380743
CPL,Girls U9 Division 3,https://system.gotsport.com/org_event/events/43740/schedules?group=380745
CPL,Girls U9 Division 4,https://system.gotsport.com/org_event/events/43740/schedules?group=380744
CPL,Girls U9 Division 5,https://system.gotsport.com/org_event/events/43740/schedules?group=380741
CPL,Girls U9 Division 6A,https://system.gotsport.com/org_event/events/43740/schedules?group=408727
CPL,Girls U9 Division 6B,https://system.gotsport.com/org_event/events/43740/schedules?group=380742
CPL,Girls U9 Division 8,https://system.gotsport.com/org_event/events/43740/schedules?group=380739
CPL,Girls U9 Division 1,https://system.gotsport.com/org_event/events/43740/schedules?group=380740
CPL,Girls U9 Division 2,https://system.gotsport.com/org_event/events/43740/schedules?group=380743
CPL,Girls U9 Division 3,https://system.gotsport.com/org_event/events/43740/schedules?group=380745
CPL,Girls U9 Division 4,https://system.gotsport.com/org_event/events/43740/schedules?group=380744
CPL,Girls U9 Division 5,https://system.gotsport.com/org_event/events/43740/schedules?group=380741
CPL,Girls U9 Division 6A,https://system.gotsport.com/org_event/events/43740/schedules?group=408727
CPL,Girls U9 Division 6B,https://system.gotsport.com/org_event/events/43740/schedules?group=380742
CPL,Girls U9 Division 8,https://system.gotsport.com/org_event/events/43740/schedules?group=380739
CPL,Girls U10 Division 1/2,https://system.gotsport.com/org_event/events/43740/schedules?group=380755
CPL,Girls U10 Division 3,https://system.gotsport.com/org_event/events/43740/schedules?group=380760
CPL,Girls U10 Division 4,https://system.gotsport.com/org_event/events/43740/schedules?group=380756
CPL,Girls U10 Division 5,https://system.gotsport.com/org_event/events/43740/schedules?group=380764
CPL,Girls U10 Division 6,https://system.gotsport.com/org_event/events/43740/schedules?group=380757
CPL,Girls U10 Division 7/8,https://system.gotsport.com/org_event/events/43740/schedules?group=380758
CPL,Girls U10 Division 9,https://system.gotsport.com/org_event/events/43740/schedules?group=380761
CPL,Girls U10 Division 10,https://system.gotsport.com/org_event/events/43740/schedules?group=380762
CPL,Girls U10 Division 1/2,https://system.gotsport.com/org_event/events/43740/schedules?group=380755
CPL,Girls U10 Division 3,https://system.gotsport.com/org_event/events/43740/schedules?group=380760
CPL,Girls U10 Division 4,https://system.gotsport.com/org_event/events/43740/schedules?group=380756
CPL,Girls U10 Division 5,https://system.gotsport.com/org_event/events/43740/schedules?group=380764
CPL,Girls U10 Division 6,https://system.gotsport.com/org_event/events/43740/schedules?group=380757
CPL,Girls U10 Division 7/8,https://system.gotsport.com/org_event/events/43740/schedules?group=380758
CPL,Girls U10 Division 9,https://system.gotsport.com/org_event/events/43740/schedules?group=380761
CPL,Girls U10 Division 10,https://system.gotsport.com/org_event/events/43740/schedules?group=380762
CPL,Girls U11 Division 2,https://system.gotsport.com/org_event/events/43740/schedules?group=380778
CPL,Girls U11 Division 3,https://system.gotsport.com/org_event/events/43740/schedules?group=380777
CPL,Girls U11 Division 4,https://system.gotsport.com/org_event/events/43740/schedules?group=380775
CPL,Girls U11 Division 5,https://system.gotsport.com/org_event/events/43740/schedules?group=380780
CPL,Girls U11 Division 6,https://system.gotsport.com/org_event/events/43740/schedules?group=380781
CPL,Girls U11 Division 7,https://system.gotsport.com/org_event/events/43740/schedules?group=380776
CPL,Girls U11 Division 8,https://system.gotsport.com/org_event/events/43740/schedules?group=407267
CPL,Girls U11 Division 9,https://system.gotsport.com/org_event/events/43740/schedules?group=407268
CPL,Girls U11 Division 2,https://system.gotsport.com/org_event/events/43740/schedules?group=380778
CPL,Girls U11 Division 3,https://system.gotsport.com/org_event/events/43740/schedules?group=380777
CPL,Girls U11 Division 4,https://system.gotsport.com/org_event/events/43740/schedules?group=380775
CPL,Girls U11 Division 5,https://system.gotsport.com/org_event/events/43740/schedules?group=380780
CPL,Girls U11 Division 6,https://system.gotsport.com/org_event/events/43740/schedules?group=380781
CPL,Girls U11 Division 7,https://system.gotsport.com/org_event/events/43740/schedules?group=380776
CPL,Girls U11 Division 8,https://system.gotsport.com/org_event/events/43740/schedules?group=407267
CPL,Girls U11 Division 9,https://system.gotsport.com/org_event/events/43740/schedules?group=407268
CPL,Girls U12 Division 1/2,https://system.gotsport.com/org_event/events/43740/schedules?group=380796
CPL,Girls U12 Division 3,https://system.gotsport.com/org_event/events/43740/schedules?group=380792
CPL,Girls U12 Division 4,https://system.gotsport.com/org_event/events/43740/schedules?group=380795
CPL,Girls U12 Division 5,https://system.gotsport.com/org_event/events/43740/schedules?group=380793
CPL,Girls U12 Division 6,https://system.gotsport.com/org_event/events/43740/schedules?group=407270
CPL,Girls U12 Division 7,https://system.gotsport.com/org_event/events/43740/schedules?group=407271
CPL,Girls U12 Division 1/2,https://system.gotsport.com/org_event/events/43740/schedules?group=380796
CPL,Girls U12 Division 3,https://system.gotsport.com/org_event/events/43740/schedules?group=380792
CPL,Girls U12 Division 4,https://system.gotsport.com/org_event/events/43740/schedules?group=380795
CPL,Girls U12 Division 5,https://system.gotsport.com/org_event/events/43740/schedules?group=380793
CPL,Girls U12 Division 6,https://system.gotsport.com/org_event/events/43740/schedules?group=407270
CPL,Girls U12 Division 7,https://system.gotsport.com/org_event/events/43740/schedules?group=407271
CPL,Girls U13 Division 1,https://system.gotsport.com/org_event/events/43740/schedules?group=380804
CPL,Girls U13 Division 3/4,https://system.gotsport.com/org_event/events/43740/schedules?group=380803
CPL,Girls U13 Division 5,https://system.gotsport.com/org_event/events/43740/schedules?group=407272
CPL,Girls U13 Division 6,https://system.gotsport.com/org_event/events/43740/schedules?group=407278
CPL,Girls U13 Division 1,https://system.gotsport.com/org_event/events/43740/schedules?group=380804
CPL,Girls U13 Division 3/4,https://system.gotsport.com/org_event/events/43740/schedules?group=380803
CPL,Girls U13 Division 5,https://system.gotsport.com/org_event/events/43740/schedules?group=407272
CPL,Girls U13 Division 6,https://system.gotsport.com/org_event/events/43740/schedules?group=407278
CPL,Girls U14 Division 1/2,https://system.gotsport.com/org_event/events/43740/schedules?group=380809
CPL,Girls U14 Division 3,https://system.gotsport.com/org_event/events/43740/schedules?group=407280
CPL,Girls U14 Division 1/2,https://system.gotsport.com/org_event/events/43740/schedules?group=380809
CPL,Girls U14 Division 3,https://system.gotsport.com/org_event/events/43740/schedules?group=407280
CPL,Girls High School,https://system.gotsport.com/org_event/events/43740/schedules?group=380821
CPL,Girls High School,https://system.gotsport.com/org_event/events/43740/schedules?group=380821
BPYSL,Male U11 - U11B Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390764
BPYSL,Male U11 - U11B Elite 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390762
BPYSL,Male U11 - U11B Premier 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390765
BPYSL,Male U11 - U11B Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390763
BPYSL,Male U12 - U12B Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390770
BPYSL,Male U12 - U12B Elite 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390773
BPYSL,Male U12 - U12B Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390771
BPYSL,Male U12 - U12B Select Red,https://system.gotsport.com/org_event/events/44635/schedules?group=390772
BPYSL,Male U13 - U13B Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390782
BPYSL,Male U13 - U13B Elite 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390781
BPYSL,Male U13 - U13B Premier 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390783
BPYSL,Male U13 - U13b Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=407632
BPYSL,Male U13 - U13B Select Red,https://system.gotsport.com/org_event/events/44635/schedules?group=390780
BPYSL,Male U14 - U14B Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390790
BPYSL,Male U14 - U14B Elite 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390793
BPYSL,Male U14 - U14B Premier 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390789
BPYSL,Male U14 - U14B Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390792
BPYSL,Male U14 - U14B Select Red,https://system.gotsport.com/org_event/events/44635/schedules?group=390791
BPYSL,Male U15 - U15B Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390800
BPYSL,Male U15 - U15B Elite 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390797
BPYSL,Male U15 - U15B Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390798
BPYSL,Male U15 - U15B Select Red,https://system.gotsport.com/org_event/events/44635/schedules?group=390799
BPYSL,Male U16 - U16B Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390806
BPYSL,Male U16 - U16B Elite 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390805
BPYSL,Male U16 - U16B Premier 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390808
BPYSL,Male U16 - U16B Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390807
BPYSL,Male U16 - U16B Select Red,https://system.gotsport.com/org_event/events/44635/schedules?group=390809
BPYSL,Male U17 - U17B Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390814
BPYSL,Male U17 - U17B Elite 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390813
BPYSL,Male U17 - U17B Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390812
BPYSL,Male U17 - U17B Select Red,https://system.gotsport.com/org_event/events/44635/schedules?group=390815
BPYSL,Male U19 - U18/19B Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390822
BPYSL,Male U19 - U18/19B Elite 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390821
BPYSL,Male U19 - U18/19B Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390819
BPYSL,Male U19 - U18/19B Select Red,https://system.gotsport.com/org_event/events/44635/schedules?group=390820
BPYSL,Female U11 - U11G Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390759
BPYSL,Female U11 - U11G Elite 1,https://system.gotsport.com/org_event/events/44635/schedules?group=409162
BPYSL,Female U11 - U11G Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390758
BPYSL,Female U12 - U12G Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390768
BPYSL,Female U12 - U12G Elite 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390766
BPYSL,Female U12 - U12G Premier 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390767
BPYSL,Female U12 - U12G Select Red,https://system.gotsport.com/org_event/events/44635/schedules?group=407453
BPYSL,Female U12 - U12G Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390769
BPYSL,Female U13 - U13G Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390778
BPYSL,Female U13 - U13G Elite 2,https://system.gotsport.com/org_event/events/44635/schedules?group=390775
BPYSL,Female U13 - U13G Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390776
BPYSL,Female U13 - U13G Select Red,https://system.gotsport.com/org_event/events/44635/schedules?group=390777
BPYSL,Female U14 - U14G Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390785
BPYSL,Female U14 - U14G Elite 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390786
BPYSL,Female U14 - U14G Premier 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390787
BPYSL,Female U14 - U14G Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390784
BPYSL,Female U14 - U14G Select Red,https://system.gotsport.com/org_event/events/44635/schedules?group=390788
BPYSL,Female U15 - U15G Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390796
BPYSL,Female U15 - U15G Premier 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390795
BPYSL,Female U15 - U15G Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390794
BPYSL,Female U16 - U16G Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390802
BPYSL,Female U16 - U16G Premier 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390804
BPYSL,Female U16 - U16G Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390803
BPYSL,Female U17 - U17G Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390810
BPYSL,Female U17 - U17G Premier 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390811
BPYSL,Female U19 - U18/19G Buckeye State,https://system.gotsport.com/org_event/events/44635/schedules?group=390816
BPYSL,Female U19 - U18/19G Elite 1,https://system.gotsport.com/org_event/events/44635/schedules?group=390817
BPYSL,Female U19 - U18/19G Select Black,https://system.gotsport.com/org_event/events/44635/schedules?group=390818
